loan_id,pool_id,protocol_id,protocol_name,network_id,network_name,base_asset_id,base_asset_ticker,loan_type,amortization_type,asset_status,investment_status,term_days,payment_interval_days,written_off_principal_token,principal_paid_token,interest_paid_dollar,outstanding_principal_dollar,defaulted_loans_amount_dollar,interest_paid_token,written_off_principal_dollar,outstanding_principal_token,principal_paid_dollar,funded_assets_token,funded_assets_dollar,base_interest_rate,management_fee_rate,late_fee_interest_rate,funding_open_timestamp,term_start_timestamp,term_end_timestamp
0xdb3bc9fb1893222d266762e9ff857eb74d75c7d6-0x17f,0xdb3bc9fb1893222d266762e9ff857eb74d75c7d6,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-219999.32,245289.55,245289.55,-219970.40,0.00,245257.30,0.00,219970.40,219999.32,9,0,0,2023-06-08T18:23:23,2023-06-08T18:24:11,2023-10-20T00:00:00
0xdb3bc9fb1893222d266762e9ff857eb74d75c7d6-0x180,0xdb3bc9fb1893222d266762e9ff857eb74d75c7d6,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-219948.92,245233.16,245233.16,-219920.00,0.00,245200.92,0.00,219920.00,219948.92,9,0,0,2023-06-08T18:27:47,2023-06-08T18:28:35,2023-10-20T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x21a,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-242281.85,245159.22,0.00,-242250.00,0.00,245126.99,0.00,242250.00,242281.85,9.53,0,0,2024-07-08T20:29:11,2024-07-08T20:29:35,2024-10-12T00:00:00
0xf96f18f2c70b57ec864cc0c8b828450b82ff63e3-0x12,0xf96f18f2c70b57ec864cc0c8b828450b82ff63e3,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-200026.30,244052.75,244052.75,-200000.00,0.00,244020.67,0.00,200000.00,200026.30,13.1,0,0,2023-02-15T18:49:47,2023-02-15T18:50:59,2024-02-29T00:00:00
0xf96f18f2c70b57ec864cc0c8b828450b82ff63e3-0x15,0xf96f18f2c70b57ec864cc0c8b828450b82ff63e3,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-200026.30,240080.64,240080.64,-200000.00,0.00,240049.08,0.00,200000.00,200026.30,13.1,0,0,2023-04-02T11:35:11,2023-04-02T12:09:35,2024-04-02T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x20e,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-235030.90,239219.71,0.00,-235000.00,0.00,239188.26,0.00,235000.00,235030.90,8.43,0,0,2024-06-07T14:00:47,2024-06-07T14:01:11,2025-12-07T00:00:00
0x560ac248ce28972083b718778eeb0dbc2de55740-0x17,0x560ac248ce28972083b718778eeb0dbc2de55740,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-158126.68,233779.82,0.00,-158105.89,0.00,233749.08,0.00,158105.89,158126.68,13.1,0,0,2021-08-24T18:38:52,2021-08-29T16:34:44,2024-10-01T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1c5,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,7385.94,-220443.04,230617.72,0.00,-220414.06,0.00,230587.40,7386.91,227800.00,227829.95,8.48,0,0,2024-02-13T19:14:11,2024-02-13T19:23:11,2025-08-01T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x21e,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-227529.91,229810.35,0.00,-227500.00,0.00,229780.13,0.00,227500.00,227529.91,8.39,0,0,2024-07-10T16:24:35,2024-07-10T16:28:11,2025-12-28T00:00:00
0x4b6ca198d257d755a5275648d471fe09931b764a-0x15,0x4b6ca198d257d755a5275648d471fe09931b764a,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-229370.16,229374.29,229374.29,-229340.00,0.00,229344.14,0.00,229340.00,229370.16,0.01,0,0,2023-01-06T18:45:47,2023-01-06T18:52:35,2023-04-24T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x17b,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,16490.40,-207536.88,226740.49,0.00,-207509.60,0.00,226710.68,16492.57,224000.00,224029.45,8.39,0,0,2023-08-21T21:03:47,2023-08-21T21:06:23,2025-02-23T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1bc,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,8481.67,-214161.49,225414.72,0.00,-214133.33,0.00,225385.08,8482.79,222615.00,222644.27,8.62,0,0,2024-01-24T02:50:47,2024-01-24T02:51:23,2025-09-19T00:00:00
0x560ac248ce28972083b718778eeb0dbc2de55740-0x1f,0x560ac248ce28972083b718778eeb0dbc2de55740,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-155020.38,222287.85,0.00,-155000.00,0.00,222258.62,0.00,155000.00,155020.38,13.1,0,0,2021-11-22T20:23:07,2021-11-22T20:34:43,2024-11-22T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x222,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-218028.66,220224.10,0.00,-218000.00,0.00,220195.15,0.00,218000.00,218028.66,8.43,0,0,2024-07-10T16:34:11,2024-07-10T16:34:59,2026-01-05T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x189,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,13767.76,-199858.52,216285.50,0.00,-199832.24,0.00,216257.06,13769.57,213600.00,213628.09,8.62,0,0,2023-10-06T16:18:23,2023-10-06T16:20:11,2025-04-09T00:00:00
0x560ac248ce28972083b718778eeb0dbc2de55740-0x10,0x560ac248ce28972083b718778eeb0dbc2de55740,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-141434.55,213499.87,0.00,-141415.96,0.00,213471.80,0.00,141415.96,141434.55,13.1,0,0,2021-07-02T16:34:09,2021-07-02T16:36:57,2024-06-19T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1cc,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,6633.34,-204193.51,213451.31,0.00,-204166.66,0.00,213423.24,6634.21,210800.00,210827.72,8.62,0,0,2024-02-20T22:10:59,2024-02-21T00:43:11,2025-08-21T00:00:00
0xdb3bc9fb1893222d266762e9ff857eb74d75c7d6-0x183,0xdb3bc9fb1893222d266762e9ff857eb74d75c7d6,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-189234.88,210954.81,210954.81,-189210.00,0.00,210927.07,0.00,189210.00,189234.88,9,0,0,2023-06-09T09:57:11,2023-06-09T09:58:11,2023-10-21T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1da,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,4729.50,-203547.26,210809.30,0.00,-203520.50,0.00,210781.59,4730.12,208250.00,208277.38,8.43,0,0,2024-03-26T16:05:59,2024-03-26T16:18:11,2025-09-22T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x82,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-203274.72,209841.83,209841.83,-203248.00,0.00,209814.24,0.00,203248.00,203274.72,7.8,0,0,2022-08-04T04:51:22,2022-08-04T05:09:39,2022-12-30T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x83,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-203274.72,209840.21,209840.21,-203248.00,0.00,209812.62,0.00,203248.00,203274.72,7.8,0,0,2022-08-04T05:32:21,2022-08-04T06:00:58,2022-12-30T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x184,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,13801.71,-192623.61,208994.92,0.00,-192598.29,0.00,208967.44,13803.52,206400.00,206427.14,8.62,0,0,2023-09-26T19:04:35,2023-09-26T19:14:23,2025-03-25T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x81,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-201008.26,207633.98,207633.98,-200981.83,0.00,207606.68,0.00,200981.83,201008.26,7.8,0,0,2022-08-01T04:28:28,2022-08-01T05:50:23,2022-12-30T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x21b,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-201026.43,203051.10,0.00,-201000.00,0.00,203024.40,0.00,201000.00,201026.43,8.43,0,0,2024-07-10T16:20:59,2024-07-10T16:21:35,2025-12-24T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x202,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-198479.09,200649.70,0.00,-198453.00,0.00,200623.32,0.00,198453.00,198479.09,8.48,0,0,2024-05-28T16:46:11,2024-07-25T19:54:23,2025-11-28T00:00:00
0xdbe714a8b70f11b257436e7a870f7420432e9a64,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,3,Maple,1,Ethereum,4,USDC,open_term,bullet,active,full,,7.00,0.00,0.00,0.00,199987.60,0.00,0.00,0.00,200000.00,0.00,200000.00,199987.60,10,,0,2024-08-22T15:05:23,2024-08-22T15:05:23,null
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x206,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-195025.64,198954.88,0.00,-195000.00,0.00,198928.72,0.00,195000.00,195025.64,8.43,0,0,2024-05-28T16:54:23,2024-05-28T16:55:47,2025-11-28T00:00:00
0x28100c4421d3cd78e80ac5b696366a1769e182da,0xc1dd3f011290f212227170f0d02f511ebf57e433,3,Maple,1,Ethereum,4,USDC,open_term,bullet,active,full,,60.00,0.00,0.00,3323.12,198624.82,0.00,3323.33,0.00,198637.13,0.00,198637.13,198624.82,12.5,,0,2024-06-25T15:17:47,2024-06-25T15:17:47,null
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1ca,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,5530.45,-190486.59,198390.84,0.00,-190461.55,0.00,198364.76,5531.18,195992.00,196017.77,8.39,0,0,2024-02-20T22:09:47,2024-06-26T16:24:35,2025-08-21T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1b5,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,7943.15,-187581.51,197904.37,0.00,-187556.85,0.00,197878.35,7944.19,195500.00,195525.71,8.43,0,0,2024-01-09T14:46:47,2024-01-09T14:47:35,2025-06-29T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x164,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,17141.98,-175831.14,195375.21,0.00,-175808.02,0.00,195349.52,17144.23,192950.00,192975.37,8.62,0,0,2023-06-29T18:58:23,2023-06-29T19:01:35,2024-12-31T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1cb,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,5525.90,-186670.64,194524.22,0.00,-186646.10,0.00,194498.65,5526.63,192172.00,192197.27,8.39,0,0,2024-02-20T22:10:23,2024-06-26T16:26:59,2025-08-21T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1f2,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,216.55,-192088.70,193648.47,0.00,-192063.45,0.00,193623.01,216.58,192280.00,192305.28,8.43,0,0,2024-04-30T15:50:59,2024-07-25T19:52:35,2025-10-19T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x74,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-183435.39,192889.96,192889.96,-183411.27,0.00,192864.60,0.00,183411.27,183435.39,7.8,0,0,2022-01-15T11:21:51,2022-01-15T11:25:26,2022-09-06T00:00:00
0x90040f96ab8f291b6d43a8972806e977631affde-0x3,0x90040f96ab8f291b6d43a8972806e977631affde,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,active,full,,,0.00,4119518.67,119966.04,191464.87,0.00,119950.27,0.00,191439.70,4120060.33,3999568.40,4000094.29,8.62,0,0,2023-04-05T15:14:47,2023-04-10T19:56:35,null
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1f4,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-188288.75,189824.47,0.00,-188264.00,0.00,189799.51,0.00,188264.00,188288.75,8.43,0,0,2024-04-30T15:54:23,2024-07-25T19:53:35,2025-10-19T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x80,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-182371.95,188423.72,188423.72,-182347.98,0.00,188398.95,0.00,182347.98,182371.95,7.8,0,0,2022-07-28T23:55:27,2022-07-31T05:48:03,2022-12-30T00:00:00
0xdb3bc9fb1893222d266762e9ff857eb74d75c7d6-0x18b,0xdb3bc9fb1893222d266762e9ff857eb74d75c7d6,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-167472.02,185216.90,185216.90,-167450.00,0.00,185192.54,0.00,167450.00,167472.02,9,0,0,2023-07-11T15:07:59,2023-07-11T15:09:11,2023-11-23T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1c9,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,5544.12,-174678.85,182416.53,0.00,-174655.88,0.00,182392.54,5544.85,180200.00,180223.69,8.43,0,0,2024-02-20T22:09:11,2024-02-21T00:44:59,2025-08-21T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x225,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-181023.80,182216.14,0.00,-181000.00,0.00,182192.18,0.00,181000.00,181023.80,8.43,0,0,2024-07-25T15:30:11,2024-07-25T15:30:47,2026-01-10T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x217,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-175023.01,177346.63,0.00,-175000.00,0.00,177323.31,0.00,175000.00,175023.01,8.39,0,0,2024-06-26T16:40:11,2024-06-26T16:40:59,2025-12-21T00:00:00
0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0-0x7d,0x0ced6166873038ac0cc688e7e6d19e2cbe251bf0,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-170678.52,177225.17,177225.17,-170656.08,0.00,177201.87,0.00,170656.08,170678.52,7.8,0,0,2022-04-02T04:03:49,2022-04-10T13:47:05,2022-10-02T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1f3,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,216.55,-173932.32,175373.24,0.00,-173909.45,0.00,175350.18,216.58,174126.00,174148.90,8.43,0,0,2024-04-30T15:52:47,2024-07-25T19:53:11,2025-10-19T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1e6,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,3297.96,-168224.16,173604.25,0.00,-168202.04,0.00,173581.42,3298.39,171500.00,171522.55,8.39,0,0,2024-04-09T20:40:59,2024-04-09T20:41:47,2025-10-03T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1ef,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,2779.12,-168743.06,173603.50,0.00,-168720.88,0.00,173580.68,2779.49,171500.00,171522.55,8.39,0,0,2024-04-22T18:59:23,2024-04-22T19:00:23,2025-10-10T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1f7,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-168022.09,172433.66,0.00,-168000.00,0.00,172410.99,0.00,168000.00,168022.09,8.27,0,0,2024-04-30T16:25:35,2024-04-30T16:26:47,2025-10-25T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x21c,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-170022.35,171734.73,0.00,-170000.00,0.00,171712.15,0.00,170000.00,170022.35,8.43,0,0,2024-07-10T16:22:11,2024-07-10T16:22:35,2025-12-28T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x20d,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-168022.09,171016.68,0.00,-168000.00,0.00,170994.20,0.00,168000.00,168022.09,8.43,0,0,2024-06-07T13:59:35,2024-06-07T13:59:59,2025-12-07T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1b2,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,7414.88,-159606.10,169099.97,0.00,-159585.12,0.00,169077.73,7415.85,167000.00,167021.96,8.62,0,0,2023-12-28T16:54:59,2023-12-28T16:55:35,2025-06-28T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1f5,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,216.48,-159894.54,161243.51,0.00,-159873.52,0.00,161222.31,216.51,160090.00,160111.05,8.43,0,0,2024-04-30T16:20:35,2024-07-25T19:53:59,2025-10-19T00:00:00
0xfc2950dd337ca8496c18dfc0256fb905a7e7e5c6-0x39,0xfc2950dd337ca8496c18dfc0256fb905a7e7e5c6,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,611472.86,-120951.87,159783.64,159783.64,-120935.97,0.00,159762.63,611553.27,732408.83,732505.13,10.04,0,0,2023-04-18T01:00:47,2023-04-20T02:55:59,2024-04-08T00:00:00
0xdb3bc9fb1893222d266762e9ff857eb74d75c7d6-0x175,0xdb3bc9fb1893222d266762e9ff857eb74d75c7d6,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-141445.00,159398.20,159398.20,-141426.40,0.00,159377.24,0.00,141426.40,141445.00,9,0,0,2023-04-26T10:53:47,2023-04-26T10:54:47,2023-09-07T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x181,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,10515.29,-146754.00,159226.98,0.00,-146734.71,0.00,159206.04,10516.67,157250.00,157270.68,8.62,0,0,2023-09-26T18:53:35,2023-09-26T19:07:47,2025-03-13T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x20f,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-155020.38,157783.08,0.00,-155000.00,0.00,157762.34,0.00,155000.00,155020.38,8.43,0,0,2024-06-07T14:05:59,2024-06-07T14:06:23,2025-12-07T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x21f,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-155020.38,156590.77,0.00,-155000.00,0.00,156570.18,0.00,155000.00,155020.38,8.48,0,0,2024-07-10T16:29:47,2024-07-10T16:30:47,2025-12-28T00:00:00
0xf96f18f2c70b57ec864cc0c8b828450b82ff63e3-0x10,0xf96f18f2c70b57ec864cc0c8b828450b82ff63e3,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-125016.44,153691.86,153691.86,-125000.00,0.00,153671.65,0.00,125000.00,125016.44,13.1,0,0,2023-01-25T16:08:11,2023-01-25T16:42:59,2024-01-31T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x210,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-150019.72,152709.20,0.00,-150000.00,0.00,152689.12,0.00,150000.00,150019.72,8.48,0,0,2024-06-07T14:10:23,2024-06-07T14:10:47,2025-12-07T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x212,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-150019.72,152709.06,0.00,-150000.00,0.00,152688.98,0.00,150000.00,150019.72,8.48,0,0,2024-06-07T14:15:11,2024-06-07T14:16:23,2025-12-07T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1b3,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,6571.13,-141447.47,149861.06,0.00,-141428.87,0.00,149841.36,6571.99,148000.00,148019.46,8.62,0,0,2023-12-28T17:00:23,2023-12-28T17:00:47,2025-06-28T00:00:00
0xf96f18f2c70b57ec864cc0c8b828450b82ff63e3-0xc,0xf96f18f2c70b57ec864cc0c8b828450b82ff63e3,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-120015.78,149074.59,149074.59,-120000.00,0.00,149055.00,0.00,120000.00,120015.78,13.1,0,0,2022-12-27T22:39:11,2022-12-27T22:40:23,2023-12-31T00:00:00
0x560ac248ce28972083b718778eeb0dbc2de55740-0x15,0x560ac248ce28972083b718778eeb0dbc2de55740,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-100013.15,147893.51,0.00,-100000.00,0.00,147874.06,0.00,100000.00,100013.15,13.1,0,0,2021-08-24T18:25:40,2021-08-29T02:41:50,2024-10-01T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1b1,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,6359.14,-139259.17,147401.18,0.00,-139240.86,0.00,147381.80,6359.98,145600.00,145619.14,8.48,0,0,2023-12-28T16:33:11,2023-12-28T16:36:47,2025-06-28T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1d2,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,4286.24,-140732.26,146785.60,0.00,-140713.76,0.00,146766.30,4286.80,145000.00,145019.07,8.43,0,0,2024-02-26T17:02:35,2024-02-26T17:16:47,2024-09-27T00:00:00
0xf96f18f2c70b57ec864cc0c8b828450b82ff63e3-0x11,0xf96f18f2c70b57ec864cc0c8b828450b82ff63e3,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-120015.78,146489.96,146489.96,-120000.00,0.00,146470.70,0.00,120000.00,120015.78,13.1,0,0,2023-02-14T16:02:23,2023-02-14T16:13:47,2024-02-29T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1f6,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,2090.58,-141928.08,145784.72,0.00,-141909.42,0.00,145765.55,2090.85,144000.00,144018.93,8.48,0,0,2024-04-30T16:22:23,2024-04-30T16:23:47,2025-10-25T00:00:00
0xf96f18f2c70b57ec864cc0c8b828450b82ff63e3-0x7,0xf96f18f2c70b57ec864cc0c8b828450b82ff63e3,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,defaulted,full,,,0.00,0.00,-100013.15,144524.04,144524.04,-100000.00,0.00,144505.03,0.00,100000.00,100013.15,17.4,0,0,2022-07-12T19:31:05,2022-07-12T19:33:43,2023-08-01T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x1a0,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,7245.29,-134872.44,143857.84,0.00,-134854.71,0.00,143838.93,7246.24,142100.00,142118.68,8.48,0,0,2023-11-27T16:17:35,2023-11-27T17:25:47,2025-05-10T00:00:00
0x53b2d22d07e069a3b132bfeaad275b10273d381e-0x211,0x53b2d22d07e069a3b132bfeaad275b10273d381e,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,late,full,,,0.00,0.00,-140018.41,142528.51,0.00,-140000.00,0.00,142509.77,0.00,140000.00,140018.41,8.48,0,0,2024-06-07T14:13:11,2024-06-07T14:13:59,2025-12-07T00:00:00
